date,XLC,XLY,XLP,XLE,XLF,XLI,XLB,XLK,XLV,XLU,XLRE
2021-07-31,0.19618530004045415,0.22738987528925805,0.12769163567202493,0.349666523997378,0.22262705724771525,0.18578847510172905,0.20155587227532384,0.19418311714990424,0.14638615277618156,0.17484133794080126,0.16315450944249885
2021-08-31,0.1778882937964994,0.17556699427875805,0.12649324338941623,0.36023813381764935,0.23787232029764044,0.17549824503393,0.20111552270282188,0.2042352477788339,0.1464957079729633,0.14667974586202023,0.1624811411184531
2021-09-30,0.21761517712341966,0.20205859913587318,0.141467912818382,0.40489031639442474,0.2587090398535531,0.18916762090902822,0.21917444419630266,0.2755396077823308,0.17575747079322937,0.1885787339806349,0.18661042549281645
2021-10-31,0.17310173996519296,0.19058827912837156,0.12233993360297991,0.31514752955669906,0.2232253113228468,0.18570246043624075,0.2046385713458293,0.18447104049954915,0.1573376811515502,0.16895057444917613,0.18767283493834128
2021-11-30,0.19542156372129219,0.23793488707410732,0.13789627847938968,0.40368428566991443,0.28959737842526045,0.21713119737848555,0.21461386805076238,0.2894671092579373,0.1392695036627708,0.18912440508309178,0.2380807622924806
2021-12-31,0.18778034878678282,0.206586829882562,0.1405294141675931,0.3411557771529169,0.23011227573496618,0.198508645003511,0.2225817546271861,0.24106327452625395,0.15571670944463248,0.17289837377207568,0.1866096169984616
2022-01-31,0.26402950281907944,0.2842906857772009,0.15192761899665308,0.3379276588203916,0.252379662079528,0.20047722424542558,0.22788579386830057,0.36672248387397555,0.17303250915974067,0.1993372234718248,0.30319882048374047
2022-02-28,0.25635407220791806,0.29798906365599465,0.18043848669150211,0.3016894459746488,0.2635958691448586,0.22364600162786494,0.20157075193923665,0.30399240249076703,0.1526619610912368,0.16854075656231102,0.2077781390975926
2022-03-31,0.21704185114028368,0.26536398690122415,0.12974293448774374,0.315940696554638,0.21739999924951023,0.16507381580353303,0.1957137120913375,0.26685173758088343,0.1503187118632251,0.1574442367502425,0.18483312688544526
2022-04-30,0.35934934455212464,0.3880357909296213,0.1659507714960622,0.32467334625701455,0.2816796413528648,0.2361023319176817,0.1980873526378472,0.40427988783214835,0.19798204773472275,0.1533342142115308,0.24356478805127627
2022-05-31,0.3025331115202255,0.46502708376919816,0.24283526962218976,0.34783920624443015,0.24608934389948414,0.2131761399940596,0.22539664679222002,0.3741725471162445,0.18525599781009186,0.1544399567714569,0.23085491273586806
2022-06-30,0.30780681112739716,0.39763140309736994,0.2229002916365006,0.4300591586858426,0.230466611583198,0.1956391817803738,0.21733080683078568,0.34943500401277144,0.224868547479329,0.16610565789928486,0.28622017459904453
2022-07-31,0.3140369429528862,0.3714880689411634,0.1393782307794398,0.37255962176188345,0.22057902124993348,0.20617358327790955,0.20849430056903223,0.31209969592510917,0.18469908659847878,0.1768787392134658,0.23430479561575362
2022-08-31,0.2604714089401275,0.2857011098041932,0.14881725607178342,0.34377457789454313,0.22921042013704826,0.21040714470655028,0.22508892622399762,0.2980893694525033,0.16796074488140023,0.1693979002696713,0.20745077874331389
2022-09-30,0.3137948900058619,0.33626795379601576,0.1725550732558282,0.37438539064360654,0.23004474858528698,0.20748054707862232,0.22971521200104253,0.27308485068263677,0.1846690818380461,0.2110288519973144,0.26410713227752197
2022-10-31,0.364908346727214,0.3074656674646287,0.19101796751609257,0.33054919866251287,0.24092914625628942,0.21836651947228328,0.26884020665428066,0.37042762683630986,0.2026416247277138,0.2159394829334854,0.3014870817470317
2022-11-30,0.30247935793218306,0.3202338104569051,0.1420017419909694,0.32280978191614595,0.21383119065276954,0.18977948095741337,0.2883244006844939,0.34524394441727696,0.1805263478183006,0.20276973664938308,0.31725413043726364
2022-12-31,0.2874471184625112,0.2765308754407892,0.13788171677378536,0.3170154593761585,0.2027091352682047,0.18323394925099148,0.22219789060395648,0.3014292543465587,0.1628305691458263,0.1734048040815196,0.2684502507176388
2023-01-31,0.24327320519778417,0.259592747301028,0.14703964782062653,0.3171379380799818,0.1999536880838071,0.18130498993162222,0.20253016157364803,0.25222932464870973,0.14272602761759065,0.1689763673213494,0.2650446839192544
2023-02-28,0.28656729886606874,0.26371740870605187,0.13123502436144377,0.30827119704855566,0.18856290481809201,0.17068376420783374,0.17954731177072977,0.24523709789456227,0.13628028686891558,0.17092642220755055,0.21912537728471532
2023-03-31,0.2620096778440776,0.23752478597457982,0.13248715176251383,0.31141993942186885,0.2208919473001282,0.18492407891281767,0.21511860772961855,0.21990356530556682,0.14229778097400048,0.20577720687479936,0.2688253018877641
2023-04-30,0.2782425304126314,0.22791605342009705,0.12193381749539743,0.3052364546894655,0.21678352687616173,0.18577017289108447,0.1909635169368286,0.20685160735864036,0.14044183288554277,0.17803250400452705,0.22759677552887247
2023-05-31,0.2446730900656093,0.20655361329321087,0.13146441471414191,0.3045346886557938,0.207762286931484,0.16770980251589857,0.1717589928400618,0.24896488602728564,0.12233217308951645,0.17012801069232483,0.21150090126145257
2023-06-30,0.20487340349522298,0.20270536590172472,0.12198853959851721,0.3014258391514066,0.21097034267717316,0.17650071482116,0.19218497785726812,0.20968102621406032,0.12237611061029932,0.17773495828879946,0.20236597213675359
2023-07-31,0.2044599478511706,0.20358042914122243,0.12320099846415561,0.28741901508605927,0.19512389884995507,0.15037538253389432,0.17538955636496598,0.19574715310876764,0.1293749786990198,0.17761785987553816,0.18413689946579334
2023-08-31,0.20837636193294903,0.21542884969173098,0.11964413358825235,0.173436393649915,0.1844840285029635,0.14854773333738044,0.16031093168746613,0.2229031748189288,0.11251133690530121,0.160582012748129,0.16365290502234464
2023-09-30,0.18350146137530804,0.21644368673409914,0.12308109678415866,0.21466573465207864,0.18214197206967983,0.14837398946163427,0.1690079362828132,0.19895087565775235,0.10417947292651451,0.19784930855463334,0.1976712965411424
2023-10-31,0.2479726719733229,0.22886196505176368,0.14820930824752548,0.2425736758853548,0.21104648267572249,0.1735927066745615,0.18969738762159713,0.1983185457886018,0.12780558232407388,0.20345892362217688,0.22444637129260375
2023-11-30,0.19177522160364957,0.2049434266551916,0.12219995482826153,0.21052896483583522,0.1563646888578445,0.14079662737230494,0.17299305572068766,0.16588695773801407,0.11708257214990929,0.18500506426669283,0.23496057050539104
2023-12-31,0.1497120123872867,0.1677047234228035,0.1416973958808189,0.19381578842309044,0.15671045539677952,0.1389305008929267,0.16396982508428368,0.13056352162668752,0.11974931030578596,0.19197272039427177,0.22274674266921712
2024-01-31,0.1424851285589218,0.1529075969984857,0.12076256723528582,0.19368579528403693,0.14454080367893948,0.1222075506411846,0.13073491646744634,0.15587438964011632,0.10213669462517634,0.18765812128529963,0.19865440503237106
2024-02-29,0.17750383410741827,0.161657409541059,0.10424057828765045,0.17006182722129534,0.1381104542480913,0.11967502093281289,0.15688520694199887,0.17492914183129604,0.09174192236962717,0.1955980900174869,0.19710841580058783
2024-03-31,0.14415905891925526,0.14204211380626425,0.09839215910840102,0.1497890610414645,0.13138171654600478,0.11278819534513417,0.13889888418119634,0.17578402964174333,0.0918071929294407,0.19219832034268253,0.18525063898691171
2024-04-30,0.1570528401972418,0.15894805903433903,0.10246748332992499,0.13574386315881257,0.13214809607200734,0.10464039371263502,0.11645667883083105,0.16370020446653918,0.09863983792966927,0.18620606591146496,0.1965022950018078
2024-05-31,0.1427457054190089,0.14837825813978384,0.1039877610074978,0.13953351441228007,0.14248004801782108,0.10687486679727652,0.11829507087991815,0.1812712643183116,0.09851398387875127,0.1789735370966705,0.19899258492687727
2024-06-30,0.13519809238011507,0.137637942700117,0.1015388442282853,0.1447919450211889,0.1215502119975694,0.11293833453048409,0.11572324688988277,0.18887160868433994,0.08612218405878164,0.1689740585398608,0.1751256696176627
2024-07-31,0.15667323741229905,0.15471920829046484,0.09938672492320853,0.14380497868811554,0.1502964121845356,0.13782592041352348,0.13646492922909426,0.24661595481546428,0.11086539836156149,0.16732840694080237,0.17028874636045488
2024-08-31,0.1459154312951043,0.2210675132654725,0.10242454168111163,0.16348111821886438,0.1409668028854077,0.14216352045171285,0.13132665609583483,0.26556192734607353,0.10623520418688223,0.1551348153723769,0.16627027766014874
2024-09-30,0.15131194545595256,0.1907904364876302,0.10279126927714688,0.17319574642795163,0.13894683095211718,0.13773572455935643,0.13934119880394122,0.23912172966216053,0.10681468845801918,0.16229558599194485,0.1550150327156572
2024-10-31,0.1467780619194298,0.17891761924373148,0.10231996715580292,0.17042790510704456,0.1447529240733888,0.12832523726456177,0.1359087416903097,0.1933166256393319,0.10556103221307868,0.16441432414843787,0.15342555935384297
2024-11-30,0.14392597042967262,0.18315905564978227,0.10255252067739754,0.1716185317117101,0.14618993297017444,0.14110612872190048,0.13089836546161826,0.19196709924902472,0.10815743536577839,0.16777762547361028,0.1672532292698576
2024-12-31,0.17807023186213106,0.20638174217248692,0.10295352059710107,0.17420374155495855,0.15243861147183943,0.1440038478253409,0.13590490080797196,0.1983140094998714,0.11311944672910078,0.16582063725974916,0.18023958621958633
2025-01-31,0.15570859766532555,0.1809500975563469,0.10548141375505708,0.17478828758994558,0.14865833342697518,0.1414492813558511,0.1354770456788622,0.236717921484701,0.11905874476087312,0.1722605977990939,0.18570077740095434
2025-02-28,0.1645710861321318,0.18441712249846956,0.11387271535693311,0.17959683557791192,0.1468426137028381,0.1394679086774254,0.13767790706766075,0.2310854038182359,0.11221580106030546,0.16515691262723145,0.1636031064324252
2025-03-31,0.18136812854377823,0.22188864421234397,0.1339455794124336,0.18320647428711834,0.14908302191923795,0.14469776239503873,0.14681629631897516,0.2480020616505726,0.11078933726596159,0.1645900993111004,0.17096084353143665
2025-04-30,0.19775359549645505,0.31568908753674024,0.21290948757203537,0.2092165232873408,0.16811174239676266,0.16538091159258783,0.16513201395945026,0.49561219601828777,0.1334711733092085,0.17294093177244715,0.18239308260187784
2025-05-31,0.16405609912154187,0.22709648412167896,0.14973145477603877,0.20571885207924143,0.1578294682227316,0.15282901887312605,0.1585793519788558,0.23621604061414214,0.1551502479904069,0.1735993611857506,0.18129450817576645
2025-06-30,0.1707976348623748,0.20501676741662372,0.11784620673984854,0.2075006413497461,0.15552588532938585,0.15437205433517617,0.15458456012951907,0.20248843509114525,0.12417403792355043,0.17117223803475193,0.1805123745448102
2025-07-31,0.16043680348545486,0.18052898872499606,0.11333192960091441,0.2058511204161097,0.15428184760919653,0.15274285928752132,0.1695151274038552,0.1734732671986613,0.14126989028677905,0.16986721685444592,0.1839270866263632
2025-08-31,0.15376258035797022,0.19223153917530322,0.12158544872272213,0.20293267443334026,0.15381837798361958,0.15146930965070665,0.15497138062810492,0.20218357506251605,0.13512555687681513,0.16816531675398008,0.179044167871663
2025-09-30,0.15594182007394405,0.18475750884636732,0.11783590818517377,0.2066385702246232,0.15410001549743454,0.14447427357580656,0.15906915102218463,0.18551241319501255,0.13952835988284504,0.15546755851881655,0.1774688913345919
2025-10-31,0.16859953679402426,0.20622093566214583,0.131139492336254,0.19996774879265378,0.16292412928561645,0.14685670313293644,0.16505318469109628,0.22258082818055763,0.13135069445975517,0.1503086568111645,0.17855266414128415
2025-11-30,0.15887507332224032,0.21849256051831978,0.1290968068073088,0.19995241997966953,0.15897391314007167,0.15213783652181176,0.160725129058727,0.24657229638095024,0.15645145728838428,0.14560573112440695,0.16693702459785298
2025-12-31,0.1432506163676163,0.1759984427360467,0.1104345616705255,0.199882122089081,0.15399422330050228,0.144015660845502,0.15354107440319806,0.21306533644838943,0.12966269765520277,0.15331644057823832,0.16174355326403322
2026-01-31,0.1725223685478901,0.1870772072793764,0.1284724319228338,0.2024064851827246,0.15982894956951638,0.15224406254678785,0.1621771646299477,0.23441839303849216,0.1443179886935448,0.14647662519758983,0.16161755302888542
2026-02-28,0.15246762791733334,0.18806329951094733,0.13602558318764002,0.20542024140104917,0.19164315193551135,0.15328005371227632,0.15923193240239836,0.249479589213504,0.1520471402591291,0.1552553561025139,0.15924510673986106
2026-03-31,0.18031911526377598,0.23618675120873156,0.13487873537854425,0.20906365538443925,0.17667130278182622,0.1830661960184836,0.16504615426088393,0.27052800962824447,0.15151866954310883,0.1573871236063989,0.15940999620053242
2026-04-30,0.14899094186667397,0.19998483968071679,0.13791013798638307,0.21735891833885476,0.16432449904996652,0.16739765799685766,0.16695451820069634,0.25177425526192654,0.14666224740546194,0.15968283158655322,0.15666906363955913
